,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1106,25/04/10,Juventus,Bari,3,0,H,0,0,D,24,7,8,2,12,16,8,3,2,3,0,0
1107,25/04/10,Livorno,Catania,3,1,H,0,0,D,16,11,7,5,13,21,3,3,0,0,0,1
1108,25/04/10,Napoli,Cagliari,0,0,D,0,0,D,19,4,7,0,13,16,7,1,1,3,0,1
1109,25/04/10,Roma,Sampdoria,1,2,A,1,0,H,25,9,7,3,12,14,11,2,0,1,0,0
1110,25/04/10,Udinese,Siena,4,1,H,2,1,H,16,11,9,4,11,20,5,4,0,3,0,0
1111,1/5/2010,Milan,Fiorentina,1,0,H,0,0,D,12,12,5,3,17,22,10,3,2,1,1,0
1112,1/5/2010,Parma,Roma,1,2,A,0,1,A,11,10,4,4,30,12,10,3,3,3,1,0
1113,2/5/2010,Atalanta,Bologna,1,1,D,1,0,H,12,7,3,2,16,20,5,4,5,2,1,0
1114,2/5/2010,Bari,Genoa,3,0,H,0,0,D,16,9,4,2,12,13,4,4,1,2,0,0
1115,2/5/2010,Cagliari,Udinese,2,2,D,1,2,A,9,12,7,4,12,10,2,4,0,1,0,0
1116,2/5/2010,Catania,Juventus,1,1,D,1,0,H,10,22,6,5,19,22,1,7,1,5,0,0
1117,2/5/2010,Chievo,Napoli,1,2,A,0,1,A,8,15,6,4,15,20,3,9,2,4,1,0
1118,2/5/2010,Lazio,Inter,0,2,A,0,1,A,9,20,4,8,17,11,5,5,1,1,0,0
1119,2/5/2010,Sampdoria,Livorno,2,0,H,1,0,H,15,8,3,1,8,20,6,3,1,1,0,0
1120,2/5/2010,Siena,Palermo,1,2,A,0,1,A,19,10,6,5,17,11,10,7,0,2,0,0
1121,9/5/2010,Bologna,Catania,1,1,D,1,0,H,6,6,4,3,12,7,3,0,1,0,0,0
1122,9/5/2010,Fiorentina,Siena,1,1,D,1,1,D,15,7,3,5,16,17,9,1,1,3,0,0
1123,9/5/2010,Genoa,Milan,1,0,H,0,0,D,18,11,4,4,17,13,10,10,1,1,0,1
1124,9/5/2010,Inter,Chievo,4,3,H,3,1,H,20,9,8,3,11,12,5,1,0,1,0,0
1125,9/5/2010,Juventus,Parma,2,3,A,1,2,A,24,4,4,3,18,16,6,2,1,1,0,0
1126,9/5/2010,Livorno,Lazio,1,2,A,1,2,A,10,12,2,5,16,12,6,2,3,1,0,0
1127,9/5/2010,Napoli,Atalanta,2,0,H,1,0,H,11,10,4,1,20,13,8,5,3,3,0,0
1128,9/5/2010,Palermo,Sampdoria,1,1,D,0,0,D,16,5,4,1,18,16,6,1,4,1,0,0
1129,9/5/2010,Roma,Cagliari,2,1,H,0,0,D,31,6,11,2,9,12,10,0,2,3,0,0
1130,9/5/2010,Udinese,Bari,3,3,D,2,2,D,13,15,6,5,11,13,8,3,2,2,0,0
1131,15/05/10,Lazio,Udinese,3,1,H,2,1,H,25,13,9,4,18,8,10,6,2,1,0,1
1132,15/05/10,Milan,Juventus,3,0,H,2,0,H,11,24,5,6,11,15,4,8,2,2,0,0
1133,16/05/10,Atalanta,Palermo,1,2,A,0,1,A,26,18,7,9,12,14,5,8,1,1,0,0
1134,16/05/10,Bari,Fiorentina,2,0,H,1,0,H,15,19,6,7,16,13,8,5,2,3,0,1
1135,16/05/10,Cagliari,Bologna,1,1,D,0,1,A,11,9,4,4,9,11,6,1,0,1,0,0
1136,16/05/10,Catania,Genoa,1,0,H,0,0,D,22,17,5,4,12,16,10,3,1,1,0,1
1137,16/05/10,Chievo,Roma,0,2,A,0,2,A,9,16,2,6,8,9,8,5,1,0,0,0
1138,16/05/10,Parma,Livorno,4,1,H,1,0,H,25,28,10,12,12,10,4,8,1,0,0,0
1139,16/05/10,Sampdoria,Napoli,1,0,H,0,0,D,15,9,5,5,16,23,5,9,1,4,0,0
1140,16/05/10,Siena,Inter,0,1,A,0,0,D,6,26,2,6,12,8,5,9,4,2,0,0
1141,28/08/10,Roma,Cesena,0,0,D,0,0,D,24,13,5,3,11,17,10,8,3,3,0,0
1142,28/08/10,Udinese,Genoa,0,1,A,0,0,D,14,9,6,4,12,15,9,3,2,3,0,0
1143,29/08/10,Bari,Juventus,1,0,H,1,0,H,20,18,5,2,14,12,7,4,1,2,0,0
1144,29/08/10,Chievo,Catania,2,1,H,1,1,D,11,11,7,4,18,18,4,4,0,2,0,0
1145,29/08/10,Fiorentina,Napoli,1,1,D,0,1,A,19,12,8,2,18,16,7,6,2,4,1,1
1146,29/08/10,Milan,Lecce,4,0,H,3,0,H,26,13,13,3,16,13,6,3,0,1,0,0
1147,29/08/10,Palermo,Cagliari,0,0,D,0,0,D,13,14,4,3,12,20,8,1,0,3,0,0
1148,29/08/10,Parma,Brescia,2,0,H,2,0,H,18,14,9,3,24,14,3,6,0,3,0,0
1149,29/08/10,Sampdoria,Lazio,2,0,H,0,0,D,11,18,4,1,9,24,3,5,1,4,0,0
1150,30/08/10,Bologna,Inter,0,0,D,0,0,D,9,22,3,7,20,16,2,7,3,2,0,0
1151,11/9/2010,Cagliari,Roma,5,1,H,3,1,H,12,17,7,6,23,9,4,9,3,2,0,1
1152,11/9/2010,Cesena,Milan,2,0,H,2,0,H,17,19,4,5,14,12,9,12,0,1,0,0
1153,11/9/2010,Inter,Udinese,2,1,H,1,1,D,17,14,6,4,17,19,6,3,2,3,0,0
1154,12/9/2010,Brescia,Palermo,3,2,H,3,1,H,17,23,6,11,17,17,2,6,2,2,0,0
1155,12/9/2010,Catania,Parma,2,1,H,1,0,H,10,16,3,4,14,17,5,10,1,5,0,1
1156,12/9/2010,Genoa,Chievo,1,3,A,1,1,D,14,12,7,8,10,20,9,6,1,0,0,0
1157,12/9/2010,Juventus,Sampdoria,3,3,D,1,1,D,25,11,10,5,14,13,4,3,1,0,0,0
1158,12/9/2010,Lazio,Bologna,3,1,H,0,0,D,15,14,7,1,14,23,7,4,1,1,0,0
1159,12/9/2010,Lecce,Fiorentina,1,0,H,1,0,H,9,11,4,3,21,15,3,3,2,1,0,0
1160,12/9/2010,Napoli,Bari,2,2,D,1,1,D,19,12,6,8,7,12,12,4,1,4,0,0
1161,18/09/10,Fiorentina,Lazio,1,2,A,1,1,D,18,15,4,6,26,10,8,1,1,1,0,0
1162,18/09/10,Milan,Catania,1,1,D,1,1,D,12,14,3,6,11,17,8,2,2,2,0,0
1163,19/09/10,Bari,Cagliari,0,0,D,0,0,D,10,7,0,1,11,9,3,1,1,1,0,0
1164,19/09/10,Cesena,Lecce,1,0,H,0,0,D,10,14,4,2,13,18,8,3,1,3,1,1
1165,19/09/10,Chievo,Brescia,0,1,A,0,1,A,14,13,1,5,22,17,6,5,3,1,0,0
1166,19/09/10,Palermo,Inter,1,2,A,1,0,H,16,21,5,6,11,6,5,7,2,0,0,0
1167,19/09/10,Parma,Genoa,1,1,D,0,1,A,14,7,3,3,15,29,4,2,2,5,0,0
1168,19/09/10,Roma,Bologna,2,2,D,1,0,H,17,21,4,5,14,17,10,6,1,4,0,0
1169,19/09/10,Sampdoria,Napoli,1,2,A,0,0,D,10,15,2,3,15,23,4,11,3,6,0,0
1170,19/09/10,Udinese,Juventus,0,4,A,0,3,A,12,19,4,9,19,26,6,8,0,4,0,0
1171,22/09/10,Bologna,Udinese,2,1,H,1,1,D,13,16,4,7,17,24,4,6,2,3,0,0
1172,22/09/10,Brescia,Roma,2,1,H,1,0,H,6,24,3,8,23,20,2,9,1,3,0,1
1173,22/09/10,Cagliari,Sampdoria,0,0,D,0,0,D,9,8,3,2,21,15,3,1,2,1,0,0
1174,22/09/10,Catania,Cesena,2,0,H,1,0,H,14,10,3,2,14,18,4,2,3,3,0,0
1175,22/09/10,Genoa,Fiorentina,1,1,D,1,1,D,18,8,8,4,17,16,5,0,3,2,0,0
1176,22/09/10,Inter,Bari,4,0,H,1,0,H,18,10,4,3,9,14,5,5,1,1,0,0
1177,22/09/10,Lazio,Milan,1,1,D,0,0,D,11,13,6,3,12,17,5,9,0,1,0,0
1178,22/09/10,Lecce,Parma,1,1,D,1,0,H,13,11,5,4,25,10,5,3,0,1,0,0
1179,22/09/10,Napoli,Chievo,1,3,A,1,1,D,18,16,6,6,13,13,7,6,1,1,0,0
1180,23/09/10,Juventus,Palermo,1,3,A,0,1,A,27,11,9,8,13,17,10,2,1,3,0,0
1181,25/09/10,Milan,Genoa,1,0,H,0,0,D,13,8,5,2,17,18,1,5,1,2,0,0
1182,25/09/10,Roma,Inter,1,0,H,0,0,D,17,25,4,4,19,17,4,6,4,4,0,0
1183,26/09/10,Bari,Brescia,2,1,H,1,1,D,15,14,8,5,20,18,6,3,1,4,0,0
1184,26/09/10,Catania,Bologna,1,1,D,0,1,A,16,5,4,3,13,21,9,2,1,3,0,0
1185,26/09/10,Cesena,Napoli,1,4,A,0,0,D,11,21,2,11,14,23,3,14,2,0,0,0
1186,26/09/10,Chievo,Lazio,0,1,A,0,0,D,7,15,1,4,19,11,7,6,5,3,0,0
1187,26/09/10,Fiorentina,Parma,2,0,H,0,0,D,17,7,8,2,17,21,4,5,1,4,0,0
1188,26/09/10,Juventus,Cagliari,4,2,H,2,1,H,15,12,6,4,18,17,4,5,3,0,0,0
1189,26/09/10,Palermo,Lecce,2,2,D,0,1,A,19,10,10,3,13,29,10,4,2,4,0,1
1190,26/09/10,Sampdoria,Udinese,0,0,D,0,0,D,7,13,2,2,14,18,7,2,1,2,0,0
1191,2/10/2010,Parma,Milan,0,1,A,0,1,A,7,18,3,10,15,22,4,5,2,5,0,0
1192,2/10/2010,Udinese,Cesena,1,0,H,0,0,D,18,3,6,0,17,22,8,1,2,2,0,0
1193,3/10/2010,Bologna,Sampdoria,1,1,D,0,1,A,18,10,6,4,16,17,7,5,2,1,0,0
1194,3/10/2010,Chievo,Cagliari,0,0,D,0,0,D,21,8,4,3,17,15,13,3,4,2,0,0
1195,3/10/2010,Fiorentina,Palermo,1,2,A,0,2,A,18,14,6,6,11,13,7,4,1,1,1,0
1196,3/10/2010,Genoa,Bari,2,1,H,1,0,H,29,7,7,3,12,16,4,0,2,3,1,0
1197,3/10/2010,Inter,Juventus,0,0,D,0,0,D,20,16,4,8,11,13,13,9,1,2,0,0
1198,3/10/2010,Lazio,Brescia,1,0,H,1,0,H,23,8,8,2,11,16,7,5,1,1,0,1
1199,3/10/2010,Lecce,Catania,1,0,H,1,0,H,4,9,3,1,23,15,3,7,1,0,0,0
1200,3/10/2010,Napoli,Roma,2,0,H,0,0,D,16,15,6,2,22,9,7,5,4,2,0,0
1201,16/10/10,Milan,Chievo,3,1,H,2,0,H,14,18,11,7,10,13,4,8,1,3,0,0
1202,16/10/10,Roma,Genoa,2,1,H,1,0,H,11,12,4,2,20,26,4,6,1,3,0,0
1203,17/10/10,Bari,Lazio,0,2,A,0,0,D,16,8,5,3,15,5,6,1,2,0,0,0
1204,17/10/10,Brescia,Udinese,0,1,A,0,0,D,18,6,5,1,18,19,8,5,2,1,0,0
1205,17/10/10,Cagliari,Inter,0,1,A,0,1,A,11,21,3,4,8,16,5,9,3,1,0,0
1206,17/10/10,Catania,Napoli,1,1,D,0,1,A,16,8,6,2,13,18,13,5,1,2,0,1
1207,17/10/10,Cesena,Parma,1,1,D,1,1,D,7,10,3,2,17,13,5,7,2,3,0,0
1208,17/10/10,Juventus,Lecce,4,0,H,3,0,H,12,10,5,3,12,19,2,5,0,5,0,0
1209,17/10/10,Palermo,Bologna,4,1,H,2,0,H,29,6,11,2,14,10,9,6,2,4,0,0
1210,17/10/10,Sampdoria,Fiorentina,2,1,H,0,1,A,15,7,6,2,13,21,6,5,4,4,0,0
1211,23/10/10,Fiorentina,Bari,2,1,H,1,0,H,15,9,7,2,9,12,3,7,4,2,0,0
1212,24/10/10,Bologna,Juventus,0,0,D,0,0,D,6,21,1,5,20,15,2,6,3,1,0,0
1213,24/10/10,Chievo,Cesena,2,1,H,1,1,D,16,14,12,5,12,16,10,8,3,1,0,1
1214,24/10/10,Genoa,Catania,1,0,H,0,0,D,11,10,4,3,24,21,2,3,2,3,0,0
1215,24/10/10,Inter,Sampdoria,1,1,D,0,0,D,21,8,7,3,14,13,9,1,0,5,0,0
1216,24/10/10,Lazio,Cagliari,2,1,H,1,0,H,17,10,4,4,18,15,4,3,0,3,0,0
1217,24/10/10,Lecce,Brescia,2,1,H,0,1,A,19,15,6,7,20,12,5,8,3,3,0,0
1218,24/10/10,Parma,Roma,0,0,D,0,0,D,11,17,1,1,15,13,7,6,4,3,0,0
1219,24/10/10,Udinese,Palermo,2,1,H,1,0,H,17,20,7,7,14,17,6,4,2,5,1,0
1220,25/10/10,Napoli,Milan,1,2,A,0,1,A,18,16,5,9,10,19,8,6,1,4,1,0
1221,29/10/10,Genoa,Inter,0,1,A,0,1,A,17,11,6,5,10,9,5,5,2,2,0,0
1222,30/10/10,Milan,Juventus,1,2,A,0,1,A,23,10,5,6,14,19,8,1,2,2,0,0
1223,30/10/10,Roma,Lecce,2,0,H,0,0,D,24,14,10,2,10,16,11,5,2,1,1,1
1224,31/10/10,Bari,Udinese,0,2,A,0,1,A,16,10,2,6,15,11,7,2,2,2,0,0
1225,31/10/10,Brescia,Napoli,0,1,A,0,0,D,13,22,2,5,12,13,6,7,1,1,0,0
1226,31/10/10,Cagliari,Bologna,2,0,H,0,0,D,15,7,6,2,27,20,5,5,0,4,0,0
1227,31/10/10,Catania,Fiorentina,0,0,D,0,0,D,16,9,3,3,11,17,5,3,1,2,0,0
1228,31/10/10,Cesena,Sampdoria,0,1,A,0,0,D,12,15,4,3,17,17,12,5,2,1,0,0
1229,31/10/10,Palermo,Lazio,0,1,A,0,1,A,28,7,8,3,19,16,7,5,2,2,0,1
1230,31/10/10,Parma,Chievo,0,0,D,0,0,D,16,16,4,4,12,17,8,10,1,1,1,1
1231,6/11/2010,Bologna,Lecce,2,0,H,0,0,D,18,13,5,4,12,13,3,1,0,3,0,0
1232,6/11/2010,Inter,Brescia,1,1,D,0,1,A,32,12,6,4,12,8,6,3,1,3,0,0
1233,7/11/2010,Bari,Milan,2,3,A,0,2,A,8,10,3,6,16,17,4,2,1,1,0,0
1234,7/11/2010,Fiorentina,Chievo,1,0,H,0,0,D,19,12,7,5,15,18,5,7,1,2,0,0
1235,7/11/2010,Juventus,Cesena,3,1,H,2,1,H,20,10,8,2,14,11,7,3,2,2,0,1
1236,7/11/2010,Lazio,Roma,0,2,A,0,0,D,15,21,2,6,16,14,3,7,4,3,0,0
1237,7/11/2010,Napoli,Parma,2,0,H,1,0,H,11,6,5,1,13,14,4,7,2,1,0,0
1238,7/11/2010,Palermo,Genoa,1,0,H,1,0,H,17,17,4,7,8,13,10,4,1,0,0,0
1239,7/11/2010,Sampdoria,Catania,0,0,D,0,0,D,11,10,4,2,14,21,10,6,1,2,0,0
1240,7/11/2010,Udinese,Cagliari,1,1,D,1,1,D,20,6,6,3,15,21,4,7,1,3,0,0
1241,10/11/2010,Brescia,Juventus,1,1,D,0,0,D,14,9,4,4,14,19,6,2,2,3,0,0
1242,10/11/2010,Cagliari,Napoli,0,1,A,0,0,D,5,11,2,7,19,17,2,4,4,2,0,0
1243,10/11/2010,Catania,Udinese,1,0,H,0,0,D,9,12,2,0,19,17,6,5,1,3,1,1
1244,10/11/2010,Cesena,Lazio,1,0,H,0,0,D,11,9,4,1,15,13,6,3,2,1,0,0
1245,10/11/2010,Chievo,Bari,0,0,D,0,0,D,9,6,1,3,16,10,8,3,3,1,0,0
1246,10/11/2010,Genoa,Bologna,1,0,H,0,0,D,19,6,4,3,14,17,11,3,1,3,0,0
1247,10/11/2010,Lecce,Inter,1,1,D,0,0,D,6,14,3,5,20,9,3,7,3,1,0,0
1248,10/11/2010,Milan,Palermo,3,1,H,1,0,H,17,19,4,8,17,5,5,11,1,1,0,0
1249,10/11/2010,Roma,Fiorentina,3,2,H,1,0,H,22,9,8,4,9,11,6,5,1,3,0,0
1250,11/11/2010,Parma,Sampdoria,1,0,H,0,0,D,21,10,6,3,24,14,10,0,1,3,0,0
1251,13/11/10,Fiorentina,Cesena,1,0,H,0,0,D,14,11,3,1,12,19,5,8,2,1,0,0
1252,13/11/10,Juventus,Roma,1,1,D,1,1,D,14,12,3,2,12,7,2,5,1,3,0,0
1253,14/11/10,Bari,Parma,0,1,A,0,1,A,18,9,4,2,22,18,6,2,1,2,2,0
1254,14/11/10,Bologna,Brescia,1,0,H,0,0,D,5,12,2,3,18,12,4,6,1,2,1,0
1255,14/11/10,Cagliari,Genoa,0,1,A,0,0,D,15,12,5,4,13,17,7,5,1,0,0,0
1256,14/11/10,Inter,Milan,0,1,A,0,1,A,9,8,2,1,13,21,4,4,1,3,0,1
1257,14/11/10,Lazio,Napoli,2,0,H,1,0,H,16,15,6,1,11,16,5,6,1,3,0,0
1258,14/11/10,Palermo,Catania,3,1,H,1,0,H,16,16,8,6,19,21,6,4,2,1,0,0
1259,14/11/10,Sampdoria,Chievo,0,0,D,0,0,D,9,15,3,3,12,24,5,7,1,3,0,0
1260,14/11/10,Udinese,Lecce,4,0,H,3,0,H,18,16,7,3,10,16,7,7,0,1,0,0
1261,20/11/10,Milan,Fiorentina,1,0,H,1,0,H,18,10,6,6,14,10,7,2,2,0,0,1
1262,20/11/10,Roma,Udinese,2,0,H,1,0,H,13,25,5,6,23,18,6,6,2,2,1,0
1263,21/11/10,Brescia,Cagliari,1,2,A,1,0,H,16,14,6,7,20,15,7,2,3,4,0,0
1264,21/11/10,Catania,Bari,1,0,H,0,0,D,16,7,6,0,15,19,11,2,2,4,1,0
1265,21/11/10,Cesena,Palermo,1,2,A,1,1,D,16,20,8,6,14,10,7,6,2,0,0,0
1266,21/11/10,Chievo,Inter,2,1,H,1,0,H,17,24,5,7,15,12,6,7,3,2,0,0
1267,21/11/10,Genoa,Juventus,0,2,A,0,2,A,14,12,4,4,16,12,11,2,5,2,0,0
1268,21/11/10,Lecce,Sampdoria,2,3,A,0,2,A,16,13,7,6,17,12,9,7,3,3,1,0
1269,21/11/10,Napoli,Bologna,4,1,H,2,0,H,17,13,12,3,20,7,4,7,0,0,0,0
1270,21/11/10,Parma,Lazio,1,1,D,1,1,D,14,24,4,5,16,11,8,5,0,0,0,0
1271,27/11/10,Juventus,Fiorentina,1,1,D,0,1,A,24,9,6,1,10,18,9,6,3,2,0,1
1272,27/11/10,Sampdoria,Milan,1,1,D,0,1,A,7,19,4,9,17,12,6,10,0,0,0,0
1273,28/11/10,Bari,Cesena,1,1,D,0,0,D,14,15,4,3,15,14,2,7,3,2,0,0
1274,28/11/10,Brescia,Genoa,0,0,D,0,0,D,15,8,4,0,19,21,3,3,2,1,0,0
1275,28/11/10,Cagliari,Lecce,3,2,H,3,0,H,9,14,4,9,18,19,4,7,3,2,0,0
1276,28/11/10,Inter,Parma,5,2,H,3,2,H,15,22,6,7,3,11,5,6,0,0,0,0
1277,28/11/10,Lazio,Catania,1,1,D,1,1,D,17,8,6,5,13,13,11,2,1,2,0,0
1278,28/11/10,Palermo,Roma,3,1,H,1,0,H,15,20,5,5,19,9,5,5,0,1,0,0
1279,28/11/10,Udinese,Napoli,3,1,H,2,0,H,8,15,4,5,18,13,5,5,3,4,0,0
1280,3/12/2010,Lazio,Inter,3,1,H,1,0,H,22,20,8,5,15,15,5,7,2,1,0,0
1281,4/12/2010,Chievo,Roma,2,2,D,0,2,A,20,10,8,4,18,15,2,1,2,1,0,1
1282,4/12/2010,Milan,Brescia,3,0,H,3,0,H,17,8,6,3,12,15,0,4,0,2,0,0
1283,5/12/2010,Catania,Juventus,1,3,A,1,2,A,15,14,4,6,17,16,10,2,0,1,0,0
1284,5/12/2010,Cesena,Bologna,0,2,A,0,1,A,14,14,4,4,14,16,10,6,3,3,0,0
1285,5/12/2010,Fiorentina,Cagliari,1,0,H,0,0,D,12,13,5,3,15,19,7,6,3,1,0,0
1286,5/12/2010,Lecce,Genoa,1,3,A,1,0,H,13,15,3,4,20,14,4,12,2,1,0,0
1287,5/12/2010,Parma,Udinese,2,1,H,1,1,D,11,18,5,4,15,16,6,7,1,2,0,0
1288,5/12/2010,Sampdoria,Bari,3,0,H,1,0,H,23,5,6,1,11,14,8,2,1,0,0,1
1289,6/12/2010,Napoli,Palermo,1,0,H,0,0,D,18,8,9,1,13,11,16,2,2,2,0,0
1290,8/12/2010,Bologna,Chievo,2,1,H,1,0,H,16,7,5,2,12,24,8,5,1,3,0,0
1291,11/12/2010,Genoa,Napoli,0,1,A,0,1,A,15,4,1,2,19,15,6,2,1,3,0,1
1292,11/12/2010,Palermo,Parma,3,1,H,0,1,A,22,10,4,4,15,9,3,4,0,3,0,0
1293,11/12/2010,Udinese,Fiorentina,2,1,H,0,1,A,21,7,5,2,7,16,5,5,2,6,0,0
1294,12/12/2010,Bologna,Milan,0,3,A,0,2,A,9,16,3,6,12,16,8,8,2,1,0,0
1295,12/12/2010,Brescia,Sampdoria,1,0,H,1,0,H,5,18,2,4,22,13,1,8,2,1,0,0
1296,12/12/2010,Cagliari,Catania,3,0,H,2,0,H,11,4,5,0,16,22,3,0,1,2,0,2
1297,12/12/2010,Juventus,Lazio,2,1,H,1,1,D,23,11,6,3,7,9,7,5,1,2,0,0
1298,12/12/2010,Lecce,Chievo,3,2,H,2,0,H,12,11,7,4,18,13,9,4,3,3,0,0
1299,12/12/2010,Roma,Bari,1,0,H,1,0,H,18,7,6,1,16,20,8,3,3,2,0,0
1300,18/12/10,Cesena,Cagliari,1,0,H,1,0,H,13,11,3,0,17,19,4,6,2,1,0,0
1301,18/12/10,Milan,Roma,0,1,A,0,0,D,15,10,4,2,19,15,2,3,1,3,0,0
1302,19/12/10,Bari,Palermo,1,1,D,0,1,A,5,23,3,6,6,9,3,4,1,3,1,0
1303,19/12/10,Catania,Brescia,1,0,H,1,0,H,13,11,8,2,12,26,3,4,2,4,0,0
1304,19/12/10,Chievo,Juventus,1,1,D,0,1,A,18,9,4,5,21,14,6,4,4,2,0,1
1305,19/12/10,Lazio,Udinese,3,2,H,1,0,H,23,14,8,4,11,14,8,2,0,3,0,0
1306,19/12/10,Napoli,Lecce,1,0,H,0,0,D,14,6,5,2,14,15,13,2,3,1,0,0
1307,19/12/10,Parma,Bologna,0,0,D,0,0,D,11,6,2,2,25,23,9,3,2,3,0,0
1308,6/1/2011,Bologna,Fiorentina,1,1,D,1,0,H,10,13,1,4,17,14,5,5,1,2,0,0
1309,6/1/2011,Brescia,Cesena,1,2,A,0,2,A,19,14,5,4,18,12,6,3,5,3,0,0
1310,6/1/2011,Cagliari,Milan,0,1,A,0,0,D,12,11,3,3,21,15,9,11,1,1,0,0
1311,6/1/2011,Genoa,Lazio,0,0,D,0,0,D,17,13,3,2,12,15,5,6,0,1,0,0
1312,6/1/2011,Inter,Napoli,3,1,H,2,1,H,16,12,4,5,9,13,3,8,3,2,0,0
1313,6/1/2011,Juventus,Parma,1,4,A,0,1,A,10,20,2,9,13,19,4,4,0,2,1,0
1314,6/1/2011,Lecce,Bari,0,1,A,0,0,D,21,10,5,5,18,8,8,6,1,1,1,0
1315,6/1/2011,Palermo,Sampdoria,3,0,H,1,0,H,17,20,6,3,15,5,3,8,2,0,0,0
1316,6/1/2011,Roma,Catania,4,2,H,1,2,A,17,17,9,2,17,17,5,7,1,4,0,0
1317,6/1/2011,Udinese,Chievo,2,0,H,2,0,H,13,20,5,0,8,19,3,6,1,3,1,0
1318,9/1/2011,Bari,Bologna,0,2,A,0,1,A,9,15,3,6,13,12,2,5,1,1,0,0
1319,9/1/2011,Catania,Inter,1,2,A,0,0,D,16,10,6,7,15,14,5,3,2,2,0,0
1320,9/1/2011,Cesena,Genoa,0,0,D,0,0,D,9,12,0,1,13,10,6,9,0,1,0,0
1321,9/1/2011,Chievo,Palermo,0,0,D,0,0,D,15,16,4,4,10,9,4,8,2,1,0,0
1322,9/1/2011,Fiorentina,Brescia,3,2,H,0,2,A,20,18,11,4,13,14,4,3,0,1,0,0
1323,9/1/2011,Lazio,Lecce,1,2,A,0,1,A,21,16,7,7,9,24,7,11,2,3,0,0
1324,9/1/2011,Milan,Udinese,4,4,D,1,1,D,20,14,9,5,13,9,10,6,1,2,0,0
1325,9/1/2011,Napoli,Juventus,3,0,H,2,0,H,12,10,7,3,21,17,6,7,3,2,0,0
1326,9/1/2011,Parma,Cagliari,1,2,A,0,2,A,12,12,5,6,22,25,12,6,4,3,0,0
1327,9/1/2011,Sampdoria,Roma,2,1,H,0,1,A,14,10,3,4,15,16,4,5,2,1,2,1
1328,15/01/11,Inter,Bologna,4,1,H,2,0,H,16,18,6,4,10,14,5,6,0,0,0,0
1329,15/01/11,Napoli,Fiorentina,0,0,D,0,0,D,9,9,3,2,9,12,4,2,1,0,0,0
1330,16/01/11,Brescia,Parma,2,0,H,1,0,H,20,7,6,0,14,20,5,5,3,4,0,1
1331,16/01/11,Cagliari,Palermo,3,1,H,1,0,H,17,7,6,2,19,9,4,6,1,4,0,0
1332,16/01/11,Catania,Chievo,1,1,D,1,0,H,10,7,4,3,14,22,2,5,1,2,0,0
1333,16/01/11,Cesena,Roma,0,1,A,0,0,D,11,15,2,5,15,13,7,5,2,2,0,0
1334,16/01/11,Genoa,Udinese,2,4,A,1,1,D,21,9,6,5,11,14,8,4,1,2,0,0
1335,16/01/11,Juventus,Bari,2,1,H,1,0,H,17,5,3,3,12,14,9,5,2,2,0,0
1336,16/01/11,Lazio,Sampdoria,1,0,H,0,0,D,13,13,3,4,15,13,2,4,1,3,0,0
1337,16/01/11,Lecce,Milan,1,1,D,0,0,D,7,16,2,3,12,12,6,7,2,2,0,0
1338,19/01/11,Inter,Cesena,3,2,H,3,2,H,18,8,6,3,10,11,5,3,1,1,0,1
1339,22/01/11,Chievo,Genoa,0,0,D,0,0,D,9,12,1,2,16,10,2,2,0,2,1,0
1340,22/01/11,Palermo,Brescia,1,0,H,0,0,D,32,5,8,1,11,17,19,1,1,5,0,0
1341,22/01/11,Parma,Catania,2,0,H,0,0,D,13,19,2,5,22,18,3,4,4,1,0,0
1342,22/01/11,Roma,Cagliari,3,0,H,1,0,H,14,18,8,4,21,13,6,8,1,3,0,0
1343,23/01/11,Bari,Napoli,0,2,A,0,1,A,5,10,1,3,15,13,3,6,1,1,1,0
1344,23/01/11,Bologna,Lazio,3,1,H,2,1,H,18,12,6,4,19,13,11,4,3,4,1,1
1345,23/01/11,Fiorentina,Lecce,1,1,D,0,1,A,17,8,5,4,8,20,6,4,2,3,0,0
1346,23/01/11,Milan,Cesena,2,0,H,1,0,H,25,12,10,3,14,14,6,3,3,1,0,0
1347,23/01/11,Sampdoria,Juventus,0,0,D,0,0,D,5,13,0,3,13,28,5,2,2,5,0,0
1348,23/01/11,Udinese,Inter,3,1,H,2,1,H,12,11,7,6,10,19,6,6,0,4,0,0
1349,29/01/11,Catania,Milan,0,2,A,0,0,D,15,11,1,8,21,21,8,5,2,3,0,1
1350,29/01/11,Lazio,Fiorentina,2,0,H,0,0,D,16,7,8,2,18,12,4,2,2,4,0,0
1351,30/01/11,Brescia,Chievo,0,3,A,0,1,A,15,11,1,5,12,18,5,5,2,4,0,0
1352,30/01/11,Cagliari,Bari,2,1,H,2,1,H,13,14,5,7,11,16,4,5,0,4,0,0
1353,30/01/11,Genoa,Parma,3,1,H,3,1,H,15,14,5,4,16,14,4,3,2,0,0,0
1354,30/01/11,Inter,Palermo,3,2,H,0,2,A,32,14,10,6,13,12,12,5,3,3,0,0
1355,30/01/11,Juventus,Udinese,1,2,A,0,0,D,14,13,4,6,17,22,3,6,2,2,1,1
1356,30/01/11,Lecce,Cesena,1,1,D,1,0,H,12,10,4,3,22,15,4,7,1,2,0,0
